PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40488344","Addressing Antifungal Drug Resistance - A ""One Health-One World"" Challenge","Thompson GR 3rd, Desai AN.","N Engl J Med. 2025 Jun 12;392(22):2187-2189. doi: 10.1056/NEJMp2416548. Epub 2025 Jun 7.","Thompson GR 3rd","N Engl J Med","2025","2025/06/09","","","10.1056/NEJMp2416548"
"39431740","The Opportunity Costs of Medicare Advantage Plan Rebates","Uccello C, Jacobson G, Buntin MJB.","N Engl J Med. 2024 Oct 24;391(16):1468-1470. doi: 10.1056/NEJMp2405572. Epub 2024 Oct 19.","Uccello C","N Engl J Med","2024","2024/10/21","","","10.1056/NEJMp2405572"
"41115252","Thirty Years of Hydroxyurea for Sickle Cell Anemia - Scientific Progress, Global Health Gaps","Costa E, Ware R, Tshilolo L, Luzzatto L.","N Engl J Med. 2025 Oct 23;393(16):1556-1559. doi: 10.1056/NEJMp2511272. Epub 2025 Oct 18.","Costa E","N Engl J Med","2025","2025/10/20","","","10.1056/NEJMp2511272"
"39072484","A Legacy of Cruelty to Sexual and Gender Minority Groups","Halem J, Manion J, Streed CG Jr.","N Engl J Med. 2024 Aug 1;391(5):385-391. doi: 10.1056/NEJMp2407068. Epub 2024 Jul 27.","Halem J","N Engl J Med","2024","2024/07/29","","","10.1056/NEJMp2407068"
"38170694","What Do Trainees Want? The Rise of House Staff Unions","Rosenbaum L.","N Engl J Med. 2024 Jan 18;390(3):279-283. doi: 10.1056/NEJMms2308224. Epub 2024 Jan 3.","Rosenbaum L","N Engl J Med","2024","2024/01/03","","","10.1056/NEJMms2308224"
"39431725","Taking Our Own Medicine","Adrian C.","N Engl J Med. 2024 Oct 24;391(16):1472-1473. doi: 10.1056/NEJMp2403872. Epub 2024 Oct 19.","Adrian C","N Engl J Med","2024","2024/10/21","","","10.1056/NEJMp2403872"
"38407287","Transforming Diversity of a Family Medicine Residency Program","Rodríguez JE, Stoesser K.","N Engl J Med. 2024 Feb 29;390(9):773-775. doi: 10.1056/NEJMp2311934. Epub 2024 Feb 24.","Rodríguez JE","N Engl J Med","2024","2024/02/26","","","10.1056/NEJMp2311934"
"39357037","Implications of the 2024 Election Outcome for U.S. Health Policy","Blendon RJ, Benson JM, Le NB.","N Engl J Med. 2024 Oct 17;391(15):e33. doi: 10.1056/NEJMsr2411712. Epub 2024 Oct 2.","Blendon RJ","N Engl J Med","2024","2024/10/02","","","10.1056/NEJMsr2411712"
"41160816","PCPs, APPs, and the Everything Bagel Problem - Choosing Not to Choose","Rosenbaum L.","N Engl J Med. 2025 Nov 13;393(19):1955-1959. doi: 10.1056/NEJMms2510428. Epub 2025 Oct 29.","Rosenbaum L","N Engl J Med","2025","2025/10/29","","","10.1056/NEJMms2510428"
"40888704","The Corporatization Deal - Health Care, Investors, and the Profit Priority","Chandra A, Shepard M.","N Engl J Med. 2025 Sep 4;393(9):833-835. doi: 10.1056/NEJMp2505258. Epub 2025 Aug 30.","Chandra A","N Engl J Med","2025","2025/09/01","","","10.1056/NEJMp2505258"
"40239090","""Putting America First"" - Undermining Health for Populations at Home and Abroad","Duggan CP, Bhutta ZA.","N Engl J Med. 2025 May 8;392(18):1769-1771. doi: 10.1056/NEJMp2503243. Epub 2025 Apr 16.","Duggan CP","N Engl J Med","2025","2025/04/16","","","10.1056/NEJMp2503243"
"41092327","Alive and Kicking: NOS Episode 3.1","","N Engl J Med. 2025 Oct 16;393(15):e24. doi: 10.1056/NEJMp2514232.","","N Engl J Med","2025","2025/10/15","","","10.1056/NEJMp2514232"
"40532167","Biologic Drugs and Medicare Price Negotiation","Hwang TJ, Keating NL, Dusetzina SB.","N Engl J Med. 2025 Jul 3;393(1):6-9. doi: 10.1056/NEJMp2413686. Epub 2025 Jun 18.","Hwang TJ","N Engl J Med","2025","2025/06/18","","","10.1056/NEJMp2413686"
"40700712","Preventive Care at the Supreme Court","Bagley N.","N Engl J Med. 2025 Aug 21;393(8):729-731. doi: 10.1056/NEJMp2506684. Epub 2025 Jul 23.","Bagley N","N Engl J Med","2025","2025/07/23","","","10.1056/NEJMp2506684"
"38865653","Delivering Justice - A Case for the Medical Civil Rights Act","Dluhy LA, Ingelfinger JR, Brown FL, Dluhy DH; Medical Civil Rights Initiative.","N Engl J Med. 2024 Jul 4;391(1):82-86. doi: 10.1056/NEJMms2315015. Epub 2024 Jun 12.","Dluhy LA","N Engl J Med","2024","2024/06/12","","","10.1056/NEJMms2315015"
"39565984","Fight or Flight - Facing the Marburg Outbreak in Rwanda","Sibomana JP.","N Engl J Med. 2024 Dec 5;391(22):2070-2072. doi: 10.1056/NEJMp2413951. Epub 2024 Nov 20.","Sibomana JP","N Engl J Med","2024","2024/11/20","","","10.1056/NEJMp2413951"
"40544437","The Health Equity, Medical, and Scientific Costs of Dismantling DEI","Cené CW.","N Engl J Med. 2025 Jun 26;392(24):2396-2399. doi: 10.1056/NEJMp2506286. Epub 2025 Jun 21.","Cené CW","N Engl J Med","2025","2025/06/22","","","10.1056/NEJMp2506286"
"41406452","Supporting Clinical Best Practices after Dobbs","Oberman M, Lehmann LS, Lindgren Y.","N Engl J Med. 2025 Dec 18;393(24):2478-2482. doi: 10.1056/NEJMms2510113.","Oberman M","N Engl J Med","2025","2025/12/17","","","10.1056/NEJMms2510113"
"40435472","Novel Proteins to Neutralize Venom Toxins","Gutiérrez JM.","N Engl J Med. 2025 May 29;392(20):2065-2068. doi: 10.1056/NEJMcibr2501084.","Gutiérrez JM","N Engl J Med","2025","2025/05/28","","","10.1056/NEJMcibr2501084"
"40192257","Addressing Socioeconomic Barriers to Residency Choice","Weinstein DF, Olson E, Co JPT.","N Engl J Med. 2025 Apr 10;392(14):1353-1355. doi: 10.1056/NEJMp2411273. Epub 2025 Apr 5.","Weinstein DF","N Engl J Med","2025","2025/04/07","","","10.1056/NEJMp2411273"
"39835640","Gender-Affirming Surgical Care in Carceral Settings","Murphy M, Streed C Jr, Rich JD.","N Engl J Med. 2025 Jan 23;392(4):318-320. doi: 10.1056/NEJMp2411007. Epub 2025 Jan 18.","Murphy M","N Engl J Med","2025","2025/01/21","","","10.1056/NEJMp2411007"
"39752560","Miles to Go and Nowhere to Sleep","Kovich H.","N Engl J Med. 2024 Dec 28. doi: 10.1056/NEJMp2405627. Online ahead of print.","Kovich H","N Engl J Med","2024","2025/01/03","","","10.1056/NEJMp2405627"
"40029202","Supporting the Development of Drugs for Rare Diseases - The Importance of Regulatory Transparency","Dhruva SS, Eichler HG, Galson SK.","N Engl J Med. 2025 Mar 6;392(10):939-941. doi: 10.1056/NEJMp2413309. Epub 2025 Mar 1.","Dhruva SS","N Engl J Med","2025","2025/03/03","","","10.1056/NEJMp2413309"
"39588885","Sickle Cell Trait, Inequity, and the Need for Change","Carney BJ, Achebe MO, Haspel RL.","N Engl J Med. 2024 Nov 28;391(21):1972-1974. doi: 10.1056/NEJMp2408196. Epub 2024 Nov 23.","Carney BJ","N Engl J Med","2024","2024/11/26","","","10.1056/NEJMp2408196"
"40466072","Debating Race and the Diagnosis of Anemia - How Medicine Moved Away from Race-Based Standards","Xue W, Jones DS.","N Engl J Med. 2025 Jun 5;392(21):2168-2173. doi: 10.1056/NEJMms2413444.","Xue W","N Engl J Med","2025","2025/06/04","","","10.1056/NEJMms2413444"
"41460150","Where Do I Put This?","Chammas D.","N Engl J Med. 2026 Jan 1;394(1):9-11. doi: 10.1056/NEJMp2507796. Epub 2025 Dec 27.","Chammas D","N Engl J Med","2026","2025/12/29","","","10.1056/NEJMp2507796"
"39555816","Saint Didacus, Fetal Death, and the Problem of Dual Loyalty","Posever N.","N Engl J Med. 2024 Nov 21;391(20):1872-1875. doi: 10.1056/NEJMp2402783. Epub 2024 Nov 16.","Posever N","N Engl J Med","2024","2024/11/18","","","10.1056/NEJMp2402783"
"38968134","Downstream - Water Pollution, Health, and Medicine's Duty to Engage","Abeles SR.","N Engl J Med. 2024 Jul 4;391(1):3-5. doi: 10.1056/NEJMp2312988. Epub 2024 Jun 29.","Abeles SR","N Engl J Med","2024","2024/07/05","","","10.1056/NEJMp2312988"
"39813651","Challenges to the Future of a Robust Physician Workforce in the United States","Walensky RP, McCann NC.","N Engl J Med. 2025 Jan 16;392(3):286-295. doi: 10.1056/NEJMsr2412784.","Walensky RP","N Engl J Med","2025","2025/01/15","","","10.1056/NEJMsr2412784"
"38284897","Explaining Health Inequities - The Enduring Legacy of Historical Biases","Jones DS, Hammonds E, Gone JP, Williams D.","N Engl J Med. 2024 Feb 1;390(5):389-395. doi: 10.1056/NEJMp2307312. Epub 2024 Jan 27.","Jones DS","N Engl J Med","2024","2024/01/29","","","10.1056/NEJMp2307312"
"39311115","Accessible Weight Scales and Exam Tables - New Federal Regulations","Agaronnik ND, Iezzoni LI.","N Engl J Med. 2024 Sep 26;391(12):1077-1079. doi: 10.1056/NEJMp2406783. Epub 2024 Sep 21.","Agaronnik ND","N Engl J Med","2024","2024/09/23","","","10.1056/NEJMp2406783"
"38416423","The End of B/Yamagata Influenza Transmission - Transitioning from Quadrivalent Vaccines","Monto AS, Zambon M, Weir JP.","N Engl J Med. 2024 Apr 11;390(14):1256-1258. doi: 10.1056/NEJMp2314801. Epub 2024 Feb 28.","Monto AS","N Engl J Med","2024","2024/02/28","","","10.1056/NEJMp2314801"
"40787922","The Serendipitous Dance between Life and Death","Zorigtbaatar A.","N Engl J Med. 2025 Aug 14;393(7):632-633. doi: 10.1056/NEJMp2502925. Epub 2025 Aug 9.","Zorigtbaatar A","N Engl J Med","2025","2025/08/11","","","10.1056/NEJMp2502925"
"39018525","Supreme Power - The Loss of Judicial Deference to Health Agencies","Sachs RE, Fuse Brown EC.","N Engl J Med. 2024 Sep 5;391(9):777-779. doi: 10.1056/NEJMp2408197. Epub 2024 Jul 17.","Sachs RE","N Engl J Med","2024","2024/07/17","","","10.1056/NEJMp2408197"
"39231314","The Supreme Court's Shadowy Treatment of Public Health","Engels SH, Mergen AC, Nassikas N, Radbel J.","N Engl J Med. 2024 Oct 3;391(13):1173-1175. doi: 10.1056/NEJMp2408380. Epub 2024 Sep 4.","Engels SH","N Engl J Med","2024","2024/09/04","","","10.1056/NEJMp2408380"
"41211930","Truly Prioritizing Child Health - The Missed Opportunities of the MAHA Commission","Perrin JM, Cheng TL.","N Engl J Med. 2025 Nov 13;393(19):1869-1872. doi: 10.1056/NEJMp2509513. Epub 2025 Nov 8.","Perrin JM","N Engl J Med","2025","2025/11/10","","","10.1056/NEJMp2509513"
"39760322","Texas Executive Order GA-46 and the Erosion of Trust in Health Care","Santos PMG, Fabi RE, Cervantes L.","N Engl J Med. 2025 Jan 9;392(2):107-109. doi: 10.1056/NEJMp2414284. Epub 2025 Jan 4.","Santos PMG","N Engl J Med","2025","2025/01/06","","","10.1056/NEJMp2414284"
"38899701","Engineering an Insulin Complex to Treat Diabetes","Cefalu WT, Arreaza-Rubín G.","N Engl J Med. 2024 Jun 20;390(23):2214-2216. doi: 10.1056/NEJMcibr2400047.","Cefalu WT","N Engl J Med","2024","2024/06/20","","","10.1056/NEJMcibr2400047"
"39938114","Answering the Call - Sustaining Equity Efforts in the Face of Regression","Wang SXY, Chi K.","N Engl J Med. 2025 Mar 6;392(10):944-945. doi: 10.1056/NEJMp2501471. Epub 2025 Feb 12.","Wang SXY","N Engl J Med","2025","2025/02/12","","","10.1056/NEJMp2501471"
"39216094","Shared Savings for Nursing Homes - The Potential Role of Institutional Special-Needs Plans","Chen AC, Sarran S, Grabowski DC.","N Engl J Med. 2024 Sep 5;391(9):779-782. doi: 10.1056/NEJMp2401371. Epub 2024 Aug 31.","Chen AC","N Engl J Med","2024","2024/08/31","","","10.1056/NEJMp2401371"
"38251687","Mind the Gap - Machine Learning, Dataset Shift, and History in the Age of Clinical Algorithms","Lea AS, Jones DS.","N Engl J Med. 2024 Jan 25;390(4):293-295. doi: 10.1056/NEJMp2311015. Epub 2024 Jan 20.","Lea AS","N Engl J Med","2024","2024/01/22","","","10.1056/NEJMp2311015"
"38446674","""OK, Boomer"": NOS Episode 2.5","","N Engl J Med. 2024 Mar 7;390(10):e23. doi: 10.1056/NEJMp2400693.","","N Engl J Med","2024","2024/03/06","","","10.1056/NEJMp2400693"
"38294971","Revolutionary Rumblings: NOS Episode 2.1","","N Engl J Med. 2024 Feb 1;390(5):e10. doi: 10.1056/NEJMp2303616.","","N Engl J Med","2024","2024/01/31","","","10.1056/NEJMp2303616"
"39037045","Rape, Homicide, and Abortion Bans - The Abandonment of People Subjected to Sexual and Intimate Partner Violence","Tobin-Tyler E, Dickman SL.","N Engl J Med. 2024 Jul 25;391(4):289-292. doi: 10.1056/NEJMp2405254. Epub 2024 Jul 20.","Tobin-Tyler E","N Engl J Med","2024","2024/07/22","","","10.1056/NEJMp2405254"
"40757660","A Gilded Age for Patients? The Broken Promises of Profit-Driven Medicine","Tomes N.","N Engl J Med. 2025 Aug 7;393(6):521-524. doi: 10.1056/NEJMp2415751. Epub 2025 Aug 2.","Tomes N","N Engl J Med","2025","2025/08/04","","","10.1056/NEJMp2415751"
"39348679","Health Care Reform and the 2024 U.S. Elections - Low Visibility, High Stakes","Oberlander J.","N Engl J Med. 2024 Oct 3;391(13):1169-1171. doi: 10.1056/NEJMp2410629. Epub 2024 Sep 28.","Oberlander J","N Engl J Med","2024","2024/09/30","","","10.1056/NEJMp2410629"
"39115087","Collective Trauma and Commemoration - A Moment of Silence, Please","Makari GJ, Friedman RA.","N Engl J Med. 2024 Aug 8;391(6):487-489. doi: 10.1056/NEJMp2405167. Epub 2024 Aug 3.","Makari GJ","N Engl J Med","2024","2024/08/08","","","10.1056/NEJMp2405167"
"41337732","Digital Exhaust or Digital Gold? The Value of AI-Generated Clinical Visit Transcripts","Goodman KE, Morgan DJ.","N Engl J Med. 2026 Jan 8;394(2):110-113. doi: 10.1056/NEJMp2514616. Epub 2025 Dec 3.","Goodman KE","N Engl J Med","2026","2025/12/03","","","10.1056/NEJMp2514616"
"38810183","Criminalizing Homelessness - The Grants Pass, Oregon, Supreme Court Case","Keen R, Winkleby M.","N Engl J Med. 2024 Jun 13;390(22):e57. doi: 10.1056/NEJMp2405434. Epub 2024 May 29.","Keen R","N Engl J Med","2024","2024/05/29","","","10.1056/NEJMp2405434"
"39357040","Affordability of Health Care in the United States - Old Problems Awaiting a New Administration","McWilliams JM, Dusetzina SB.","N Engl J Med. 2024 Oct 17;391(15):1372-1374. doi: 10.1056/NEJMp2410638. Epub 2024 Oct 2.","McWilliams JM","N Engl J Med","2024","2024/10/02","","","10.1056/NEJMp2410638"
"39778166","FAIRS - A Framework for Evaluating the Inclusion of Sex in Clinical Algorithms","Goodman KE, Blumenthal-Barby J, Redberg RF, Hoffmann DE.","N Engl J Med. 2025 Jan 23;392(4):404-411. doi: 10.1056/NEJMms2411331. Epub 2025 Jan 8.","Goodman KE","N Engl J Med","2025","2025/01/08","","","10.1056/NEJMms2411331"
"39037047","Should I Laugh at That? Coping in the Setting of Serious Illness","Chammas D.","N Engl J Med. 2024 Jul 25;391(4):295-297. doi: 10.1056/NEJMp2402142. Epub 2024 Jul 20.","Chammas D","N Engl J Med","2024","2024/07/22","","","10.1056/NEJMp2402142"
"39216090","Moral Injury and the Global Health Workforce Crisis - Insights from an International Partnership","Dean W, Morris D, Llorca PM, Talbot SG, Fond G, Duclos A, Boyer L.","N Engl J Med. 2024 Sep 5;391(9):782-785. doi: 10.1056/NEJMp2402833. Epub 2024 Aug 31.","Dean W","N Engl J Med","2024","2024/08/31","","","10.1056/NEJMp2402833"
"39813640","The Future of Gender-Affirming Care - A Law and Policy Perspective on the Cass Review","Aaron DG, Konnoth C.","N Engl J Med. 2025 Feb 6;392(6):526-528. doi: 10.1056/NEJMp2413747. Epub 2025 Jan 15.","Aaron DG","N Engl J Med","2025","2025/01/15","","","10.1056/NEJMp2413747"
"39231351","Building a Community of Medical Learning - A Century of Case Records of the Massachusetts General Hospital in the Journal","Brinkmann R, Rosenberg E, Louis DN, Podolsky SH.","N Engl J Med. 2024 Sep 5;391(9):858-863. doi: 10.1056/NEJMms2405389.","Brinkmann R","N Engl J Med","2024","2024/09/04","PMC12085999","NIHMS2075788","10.1056/NEJMms2405389"
"41324249","The New U.S. Global Health Strategy - A Reset of America's Health Cooperation","Ratevosian J, Beyrer C, Chola M, Huchko M, Machingaidze S, Udayakumar K, Yamey G.","N Engl J Med. 2025 Dec 4;393(22):2180-2182. doi: 10.1056/NEJMp2514898. Epub 2025 Nov 29.","Ratevosian J","N Engl J Med","2025","2025/12/01","","","10.1056/NEJMp2514898"
"41337736","A Threat to Evidence-Based Vaccine Policy and Public Health Security at the FDA","Califf RM, von Eschenbach AC, Friedman MA, Giroir BP, Gottlieb S, Hamburg MA, Henney JE, Kessler DA, McClellan MB, Ostroff SM, Sharpless NE, Woodcock J.","N Engl J Med. 2026 Jan 1;394(1):4-6. doi: 10.1056/NEJMp2517497. Epub 2025 Dec 3.","Califf RM","N Engl J Med","2026","2025/12/03","","","10.1056/NEJMp2517497"
"41493152","My Brother's Sister","Vora N.","N Engl J Med. 2026 Jan 8;394(2):113-115. doi: 10.1056/NEJMp2507252. Epub 2026 Jan 3.","Vora N","N Engl J Med","2026","2026/01/06","","","10.1056/NEJMp2507252"
"39047239","Race-Based Diagnosis, Part 2: ITT Episode 34","","N Engl J Med. 2024 Jul 25;391(4):e4. doi: 10.1056/NEJMp2405797.","","N Engl J Med","2024","2024/07/24","","","10.1056/NEJMp2405797"
"38118021","Covid Update: ITT Episode 23","","N Engl J Med. 2023 Dec 21;389(25):e52. doi: 10.1056/NEJMp2311327.","","N Engl J Med","2023","2023/12/20","","","10.1056/NEJMp2311327"
"41020513","The Risks of Pharmaceutical Tariffs for Generic Drug Availability","Hwang TJ, Trinh QD, Vokinger KN.","N Engl J Med. 2025 Oct 2;393(13):1252-1253. doi: 10.1056/NEJMp2508626. Epub 2025 Sep 27.","Hwang TJ","N Engl J Med","2025","2025/09/29","","","10.1056/NEJMp2508626"
"40787923","The Resurgence of Private Law in American Health Care","Robertson C, Epstein WN.","N Engl J Med. 2025 Aug 14;393(7):630-631. doi: 10.1056/NEJMp2504064. Epub 2025 Aug 9.","Robertson C","N Engl J Med","2025","2025/08/11","","","10.1056/NEJMp2504064"
"39231348","Case 27-2024: A 24-Year-Old Man with Pain and Dyspnea","Walensky RP, Baggett MV, Tran KM, Shepard JO, Dudzinski DM, Sgroi DC.","N Engl J Med. 2024 Sep 5;391(9):845-852. doi: 10.1056/NEJMcpc2402491.","Walensky RP","N Engl J Med","2024","2024/09/04","","","10.1056/NEJMcpc2402491"
"39927616","The Rise of Private Equity in Health Care - Not a Uniquely American Phenomenon","Singh Y, Fuse Brown E, Papanicolas I.","N Engl J Med. 2025 Feb 13;392(7):627-629. doi: 10.1056/NEJMp2412002. Epub 2025 Feb 8.","Singh Y","N Engl J Med","2025","2025/02/10","","","10.1056/NEJMp2412002"
"38477984","Debt Et Cetera: NOS Episode 2.6","","N Engl J Med. 2024 Mar 14;390(11):e26. doi: 10.1056/NEJMp2400695.","","N Engl J Med","2024","2024/03/13","","","10.1056/NEJMp2400695"
"39964087","Out of Pocket Getting Out of Hand - Reducing the Financial Toxicity of Rapidly Approved Drugs","Ubel PA, Grouls A, Kesselheim AS.","N Engl J Med. 2025 Feb 20;392(8):729-731. doi: 10.1056/NEJMp2411650. Epub 2025 Feb 15.","Ubel PA","N Engl J Med","2025","2025/02/18","","","10.1056/NEJMp2411650"
"39413374","Justice Disorder - Mental Health and Incarceration in the United States","Morris NP, Jones P, Palmer W, Malina D.","N Engl J Med. 2024 Oct 17;391(15):e31. doi: 10.1056/NEJMp2310174.","Morris NP","N Engl J Med","2024","2024/10/16","","","10.1056/NEJMp2310174"
"41223365","Undervalued: NOS Episode 3.5","","N Engl J Med. 2025 Nov 13;393(19):e32. doi: 10.1056/NEJMp2514236.","","N Engl J Med","2025","2025/11/12","","","10.1056/NEJMp2514236"
"41143387","Flaws in the FDA's New Priority Voucher Program","Carpenter D, Hwang TJ, Kesselheim AS.","N Engl J Med. 2025 Oct 30;393(17):1662-1664. doi: 10.1056/NEJMp2509215. Epub 2025 Oct 25.","Carpenter D","N Engl J Med","2025","2025/10/27","","","10.1056/NEJMp2509215"
"39321359","Brain Injury and Consciousness: ITT Episode 38","","N Engl J Med. 2024 Sep 26;391(12):e23. doi: 10.1056/NEJMp2408662.","","N Engl J Med","2024","2024/09/25","","","10.1056/NEJMp2408662"
"41358588","Smallpox at the Siege of Boston, November 1775-March 1776","Jones DS, Podolsky SH, Barr J.","N Engl J Med. 2025 Dec 11;393(23):2281-2284. doi: 10.1056/NEJMp2513194. Epub 2025 Dec 6.","Jones DS","N Engl J Med","2025","2025/12/08","","","10.1056/NEJMp2513194"
"41406475","The Essential Role of States in Protecting Immunization Access","Cohen M, Klein J, Montz E, Wong CA.","N Engl J Med. 2025 Dec 17. doi: 10.1056/NEJMp2517029. Online ahead of print.","Cohen M","N Engl J Med","2025","2025/12/17","","","10.1056/NEJMp2517029"
"39158146","An Urban Farm-Anchored Produce Prescription Program - Food as Medicine and Economic Justice","Fruin KM, Tung EL, Franczyk JM, Detmer WM.","N Engl J Med. 2024 Aug 22;391(8):678-679. doi: 10.1056/NEJMp2407166. Epub 2024 Aug 17.","Fruin KM","N Engl J Med","2024","2024/08/19","PMC12163918","NIHMS2085406","10.1056/NEJMp2407166"
"38507749","Alzheimer's Disease - Managing Stages of Dementia","Chin NA, Dinsmore D, Gonzales T, Groves B, Houston S, Johnson D, Johnson D, Napolitano J, Ropper A, Salloway S, Sutherland R, Weiss L, Wheelock K.","N Engl J Med. 2024 Mar 21;390(12):e29. doi: 10.1056/NEJMp2310177.","Chin NA","N Engl J Med","2024","2024/03/20","","","10.1056/NEJMp2310177"
"40561528","The Role of Public Health Agencies in Creating Vaccine Policy","Marks P.","N Engl J Med. 2025 Jul 17;393(3):209-211. doi: 10.1056/NEJMp2507404. Epub 2025 Jun 25.","Marks P","N Engl J Med","2025","2025/06/25","","","10.1056/NEJMp2507404"
"39778165","The Role of Importation in Remediating U.S. Generic Drug Shortages","Bollyky TJ, Nagar SN, Searchinger C, Kesselheim AS.","N Engl J Med. 2025 Jan 23;392(4):315-318. doi: 10.1056/NEJMp2413253. Epub 2025 Jan 8.","Bollyky TJ","N Engl J Med","2025","2025/01/08","","","10.1056/NEJMp2413253"
