pmid,title,authors,journal,pub_date,doi,abstract,article_type
40353578,Tirzepatide as Compared with Semaglutide for the Treatment of Obesity.,"Aronne Louis J, Horn Deborah Bade, le Roux Carel W, Ho Wayne, Falcon Beverly L",The New England journal of medicine,2025 07,10.1056/NEJMoa2416394,Tirzepatide and semaglutide are highly effective medications for obesity management. The efficacy and safety of tirzepatide as compared with semaglutide in adults with obesity but without type 2 diabetes is unknown.,Original Article
40341827,Efruxifermin in Compensated Liver Cirrhosis Caused by MASH.,"Noureddin Mazen, Rinella Mary E, Chalasani Naga P, Neff Guy W, Lucas K Jean",The New England journal of medicine,2025 06,10.1056/NEJMoa2502242,"In phase 2 trials involving patients with stage 2 or 3 fibrosis caused by metabolic dysfunction-associated steatohepatitis (MASH), efruxifermin, a bivalent fibroblast growth factor 21 (FGF21) analogue, reduced fibrosis and resolved MASH. Data are needed on the efficacy and safety of efruxifermin in patients with compensated cirrhosis (stage 4 fibrosis) caused by MASH.",Original Article
40337982,Safety and Efficacy of Obicetrapib in Patients at High Cardiovascular Risk.,"Nicholls Stephen J, Nelson Adam J, Ditmarsch Marc, Kastelein John J P, Ballantyne Christie M",The New England journal of medicine,2025 07,10.1056/NEJMoa2415820,Obicetrapib is a highly selective cholesteryl ester transfer protein inhibitor that reduces low-density lipoprotein (LDL) cholesterol levels. The efficacy and safety of obicetrapib have not been fully characterized among patients at high risk for cardiovascular events.,Original Article
40334174,More on Acquired Osteomalacia and Autoantibodies against PHEX. Reply.,"Hoshino Yoshitomo, Okamoto Kazuo, Ito Nobuaki",The New England journal of medicine,2025 05,10.1056/NEJMc2502747,,Correspondence
40334173,More on Acquired Osteomalacia and Autoantibodies against PHEX.,"Minisola Salvatore, Pepe Jessica, Cipriani Cristiana",The New England journal of medicine,2025 05,10.1056/NEJMc2502747,,Correspondence
40334172,Vutrisiran in Patients with Transthyretin Amyloidosis with Cardiomyopathy. Reply.,"Fontana Marianna, Witteles Ronald M, Eraly Satish A",The New England journal of medicine,2025 05,10.1056/NEJMc2501792,,Correspondence
40334171,Vutrisiran in Patients with Transthyretin Amyloidosis with Cardiomyopathy.,Zaidan Mohamad,The New England journal of medicine,2025 05,10.1056/NEJMc2501792,,Correspondence
40334170,Cabozantinib in Advanced Neuroendocrine Tumors. Reply.,"Chan Jennifer A, Geyer Susan, Meyerhardt Jeffrey A",The New England journal of medicine,2025 05,10.1056/NEJMc2503524,,Correspondence
40334169,Cabozantinib in Advanced Neuroendocrine Tumors.,Tsilimigras Diamantis I,The New England journal of medicine,2025 05,10.1056/NEJMc2503524,,Correspondence
40334168,Liraglutide for Children 6 to <12 Years of Age with Obesity. Reply.,"Fox Claudia K, Harder-Lauridsen Nina M, Arslanian Silva",The New England journal of medicine,2025 05,10.1056/NEJMc2503084,,Correspondence
40334167,Liraglutide for Children 6 to <12 Years of Age with Obesity.,"Egan Josephine M, Kapogiannis Dimitrios",The New England journal of medicine,2025 05,10.1056/NEJMc2503084,,Correspondence
40334166,Liraglutide for Children 6 to <12 Years of Age with Obesity.,"Ji Conghua, Wang Minyan",The New England journal of medicine,2025 05,10.1056/NEJMc2503084,,Correspondence
40334165,Liraglutide for Children 6 to <12 Years of Age with Obesity.,Malozowski Saul,The New England journal of medicine,2025 05,10.1056/NEJMc2503084,,Correspondence
40334164,Pegivirus-Associated Encephalomyelitis in Immunosuppressed Patients.,"Scheibe Franziska, Melchert Julia, Radbruch Helena, Siebert Eberhard, Best Till D",The New England journal of medicine,2025 05,10.1056/NEJMc2501512,,Correspondence
40334157,Enhanced CAR T-Cell Therapy for Lymphoma after Previous Failure.,"Svoboda Jakub, Landsburg Daniel J, Gerson James, Nasta Sunita D, Barta Stefan K",The New England journal of medicine,2025 05,10.1056/NEJMoa2408771,"Chimeric antigen receptor (CAR) T cells targeting CD19 have transformed the treatment of B-cell cancers, but many patients do not have long-term remission. We designed an anti-CD19 enhanced (armored) CAR T-cell product (huCART19-IL18) that secretes interleukin-18 to enhance antitumor activity.",Correspondence
40334156,BCG Revaccination for the Prevention of Mycobacterium tuberculosis Infection.,"Schmidt Alexander C, Fairlie Lee, Hellstr&#xf6;m Elizabeth, Luabeya Kany Kany Angelique, Middelkoop Keren",The New England journal of medicine,2025 05,10.1056/NEJMoa2412381,"In a previous phase 2 trial, bacille Calmette-Gu&#xe9;rin (BCG) revaccination was not shown to provide protection from primary Mycobacterium tuberculosis infection but prevented sustained M. tuberculosis infection, defined by an initial conversion on a QuantiFERON-TB (QFT) test (an interferon-&#x3b3; release assay) from negative to positive, followed by two additional positive QFT tests at 3 and 6 months after the initial conversion (a secondary end point). A vaccine efficacy of 45% (95% confide...",Original Article
40305733,The Physiology of Hunger. Reply.,Fasano Alessio,The New England journal of medicine,2025 04,10.1056/NEJMc2502445,,Correspondence
40305732,The Physiology of Hunger.,"Lund Jens, S&#xf8;rensen Thorkild I A, Friedman Mark I",The New England journal of medicine,2025 05,10.1056/NEJMc2502445,,Correspondence
40305731,The Physiology of Hunger.,"Loss Sergio, Stefani Joel, Viana Luciana",The New England journal of medicine,2025 05,10.1056/NEJMc2502445,,Correspondence
40305730,The Physiology of Hunger.,"Rahmoune Hakim, Boutrid Nada",The New England journal of medicine,2025 04,10.1056/NEJMc2502445,,Correspondence
40305729,Lentiviral Gene Therapy with CD34+ Hematopoietic Cells for Hemophilia A. Reply.,"Srivastava Alok, Spencer Trent",The New England journal of medicine,2025 04,10.1056/NEJMc2502741,,Correspondence
40305728,Lentiviral Gene Therapy with CD34+ Hematopoietic Cells for Hemophilia A.,Zhang Kaili,The New England journal of medicine,2025 05,10.1056/NEJMc2502741,,Correspondence
40305727,Lentiviral Gene Therapy with CD34+ Hematopoietic Cells for Hemophilia A.,"Sanal Madhusudana Girija, Jindal Ankur",The New England journal of medicine,2025 05,10.1056/NEJMc2502741,,Correspondence
40305726,Initial Intraosseous or Intravenous Access for Out-of-Hospital Cardiac Arrest. Reply.,"Vallentin Mikael F, Granfeldt Asger, Andersen Lars W",The New England journal of medicine,2025 04,10.1056/NEJMc2502751,,Correspondence
40305725,Initial Intraosseous or Intravenous Access for Out-of-Hospital Cardiac Arrest. Reply.,"Couper Keith, Fothergill Rachael T, Perkins Gavin D",The New England journal of medicine,2025 04,10.1056/NEJMc2502751,,Correspondence
40305724,Initial Intraosseous or Intravenous Access for Out-of-Hospital Cardiac Arrest.,"van Schuppen Hans, Schober Patrick",The New England journal of medicine,2025 05,10.1056/NEJMc2502751,,Correspondence
40305723,Initial Intraosseous or Intravenous Access for Out-of-Hospital Cardiac Arrest.,"Lupton Joshua R, Jui Jonathan, Daya Mohamad R",The New England journal of medicine,2025 05,10.1056/NEJMc2502751,,Correspondence
40305722,Glofitamab with Polatuzumab Vedotin in Refractory Burkitt's Lymphoma.,"Prica Anca, Roschewski Mark, Beale Peter, Pittaluga Stefania, Delabie Jan",The New England journal of medicine,2025 04,10.1056/NEJMc2501018,,Correspondence
40305712,Mepolizumab to Prevent Exacerbations of COPD with an Eosinophilic Phenotype.,"Sciurba Frank C, Criner Gerard J, Christenson Stephanie A, Martinez Fernando J, Papi Alberto",The New England journal of medicine,2025 05,10.1056/NEJMoa2413181,"Mepolizumab is a humanized monoclonal antibody that targets interleukin-5, a cytokine that plays a central role in eosinophilic inflammation, which is present in 20 to 40% of patients with chronic obstructive pulmonary disease (COPD).",Original Article
40305711,Lentiviral Gene Therapy for Severe Leukocyte Adhesion Deficiency Type 1.,"Booth Claire, Sevilla Juli&#xe1;n, Almarza Elena, Kuo Caroline Y, Zubicaray Josune",The New England journal of medicine,2025 05,10.1056/NEJMoa2407376,"The &#x3b2;2 common integrin subunit CD18 is essential for leukocyte-endothelial adhesion and extravasation to inflamed or infected tissue. Damaging variants in ITGB2, which encodes CD18, cause leukocyte adhesion deficiency type I (LAD-I), an inborn error of immunity that leads to frequent life-threatening infections and a high risk of death among affected children. Allogeneic hematopoietic stem-cell transplantation (HSCT) represents a curative treatment but is limited by donor availability, a h...",Original Article
40305710,Identification of Hepatic-like EPO as a Cause of Polycythemia.,"Martin Laurent, Maric Darko, Idriss Salam, Delamare Marine, Le Roy Amandine",The New England journal of medicine,2025 05,10.1056/NEJMoa2414954,"Secondary erythrocytosis often results from conditions that cause tissue hypoxia or an improper increase in erythropoietin (EPO) production. EPO, the major regulator of erythropoiesis, has a complex and tightly regulated expression during development, with a liver-to-kidney switch shortly after birth.",Original Article
40305708,Phase 3 Trial of Semaglutide in Metabolic Dysfunction-Associated Steatohepatitis.,"Sanyal Arun J, Newsome Philip N, Kliers Iris, &#xd8;stergaard Laura Harms, Long Michelle T",The New England journal of medicine,2025 06,10.1056/NEJMoa2413258,"Semaglutide, a glucagon-like peptide-1 receptor agonist, is a candidate for the treatment of metabolic dysfunction-associated steatohepatitis (MASH).",Original Article
40293180,Zongertinib in Previously Treated HER2-Mutant Non-Small-Cell Lung Cancer.,"Heymach John V, Ruiter Gerrina, Ahn Myung-Ju, Girard Nicolas, Smit Egbert F",The New England journal of medicine,2025 06,10.1056/NEJMoa2503704,"Innovative oral targeted therapies are warranted for patients with human epidermal growth factor receptor 2 (HER2)-mutant non-small-cell lung cancer (NSCLC). Zongertinib is an oral, irreversible, HER2-selective tyrosine kinase inhibitor that has been shown to have efficacy in persons with advanced or metastatic solid tumors with HER2 alterations in a phase 1 study.",Correspondence
40293177,Nonoperative Management of Mismatch Repair-Deficient Tumors.,"Cercek Andrea, Foote Michael B, Rousseau Benoit, Smith J Joshua, Shia Jinru",The New England journal of medicine,2025 06,10.1056/NEJMoa2404512,"Among patients with mismatch repair-deficient (dMMR), locally advanced rectal cancer, neoadjuvant checkpoint blockade eliminated the need for surgery in a high proportion of patients. Whether this approach can be extended to all early-stage dMMR solid tumors, regardless of tumor site, is unknown.",Correspondence
40267445,APOL1 Bi- and Monoallelic Variants and Chronic Kidney Disease in West Africans. Reply.,"Gbadegesin Rasheed A, Adu Dwomoa, Ojo Akinlolu",The New England journal of medicine,2025 04,10.1056/NEJMc2502038,,Correspondence
40267444,APOL1 Bi- and Monoallelic Variants and Chronic Kidney Disease in West Africans.,Ingwiller Maxime,The New England journal of medicine,2025 04,10.1056/NEJMc2502038,,Correspondence
40267443,APOL1 Bi- and Monoallelic Variants and Chronic Kidney Disease in West Africans.,Zhou Xu-Jie,The New England journal of medicine,2025 04,10.1056/NEJMc2502038,,Correspondence
40267442,Oral Anticoagulation during TAVI. Reply.,"van Ginkel Dirk Jan, Bor Willem L, Ten Berg Jurri&#xeb;n M",The New England journal of medicine,2025 04,10.1056/NEJMc2502740,,Correspondence
40267441,Oral Anticoagulation during TAVI.,"Hudzik Bartosz, Skulik Przemys&#x142;aw, G&#x105;sior Mariusz",The New England journal of medicine,2025 04,10.1056/NEJMc2502740,,Correspondence
40267440,Tirzepatide for Heart Failure and Obesity. Reply.,"Packer Milton, Kramer Christopher M, Borlaug Barry A",The New England journal of medicine,2025 04,10.1056/NEJMc2502743,,Correspondence
40267439,Tirzepatide for Heart Failure and Obesity.,Ali M Kasim,The New England journal of medicine,2025 04,10.1056/NEJMc2502743,,Correspondence
40267438,Tirzepatide for Heart Failure and Obesity.,"Marine Joseph E, Mandrola John, Prasad Vinay",The New England journal of medicine,2025 04,10.1056/NEJMc2502743,,Correspondence
40267437,Tirzepatide for Heart Failure and Obesity.,"Krakauer Jesse C, Krakauer Nir Y",The New England journal of medicine,2025 04,10.1056/NEJMc2502743,,Correspondence
40267436,Tirzepatide for Heart Failure and Obesity.,Wagner Jeffrey,The New England journal of medicine,2025 04,10.1056/NEJMc2502743,,Correspondence
40267435,Performance of Dialysis Facilities after Health-Equity Scoring Incentive.,"Koukounas Kalli G, Dixit Meehir N, Thorsness Rebecca, Patzer Rachel E, Wilk Adam S",The New England journal of medicine,2025 09,10.1056/NEJMc2413208,,Correspondence
40267426,Long-Term Effects of Atidarsagene Autotemcel for Metachromatic Leukodystrophy.,"Fumagalli Francesca, Calbi Valeria, Gallo Vera, Zambon Alberto Andrea, Recupero Salvatore",The New England journal of medicine,2025 04,10.1056/NEJMoa2405727,"Metachromatic leukodystrophy (MLD) is an ultrarare, severe lysosomal storage disorder caused by a deficiency of arylsulfatase A (ARSA).",Original Article
40267425,Tumor-Infiltrating Clonal Hematopoiesis.,"Pich Oriol, Bernard Elsa, Zagorulya Maria, Rowan Andrew, Pospori Constandina",The New England journal of medicine,2025 04,10.1056/NEJMoa2413361,"Clonal hematopoiesis of indeterminate potential (CHIP) is an age-related condition associated with increased mortality among patients with cancer. CHIP mutations with high variant-allele frequencies can be detected in tumors, a phenomenon we term tumor-infiltrating clonal hematopoiesis (TI-CH). The frequency of TI-CH and its effect on tumor evolution are unclear.",Original Article
40267424,Efficacy of Baloxavir Treatment in Preventing Transmission of Influenza.,"Monto Arnold S, Kuhlbusch Klaus, Bernasconi Corrado, Cao Bin, Cohen Herman Avner",The New England journal of medicine,2025 04,10.1056/NEJMoa2413156,"Baloxavir marboxil (baloxavir) rapidly reduces influenza virus shedding, which suggests that it may reduce transmission. Studies of treatment with neuraminidase inhibitors have not shown sufficient evidence that they prevent transmission to contacts.",Original Article
40267423,Phase 3 Trial of the DPP-1 Inhibitor Brensocatib in Bronchiectasis.,"Chalmers James D, Burgel Pierre-R&#xe9;gis, Daley Charles L, De Soyza Anthony, Haworth Charles S",The New England journal of medicine,2025 04,10.1056/NEJMoa2411664,"In bronchiectasis, neutrophilic inflammation is associated with an increased risk of exacerbations and disease progression. Brensocatib, an oral, reversible inhibitor of dipeptidyl peptidase 1 (DPP-1), targets neutrophil serine proteases, key mediators of neutrophilic inflammation.",Correspondence
40267417,Lorundrostat Efficacy and Safety in Patients with Uncontrolled Hypertension.,"Laffin Luke J, Kopjar Branko, Melgaard Carrie, Wolski Kathy, Ibbitson Jessica",The New England journal of medicine,2025 05,10.1056/NEJMoa2501440,"Aldosterone dysregulation contributes to hypertension. Lorundrostat is an aldosterone synthase inhibitor, but data on its efficacy and safety in patients with hypertension are limited.",Correspondence
40239087,Hemophagocytic Lymphohistiocytosis. Reply.,Henter Jan-Inge,The New England journal of medicine,2025 04,10.1056/NEJMc2503087,,Correspondence
40239086,Hemophagocytic Lymphohistiocytosis.,Hoover Jon,The New England journal of medicine,2025 04,10.1056/NEJMc2503087,,Correspondence
40239085,Hemophagocytic Lymphohistiocytosis.,Hagar R Ward,The New England journal of medicine,2025 04,10.1056/NEJMc2503087,,Correspondence
40239084,Hemophagocytic Lymphohistiocytosis.,"Chen Luke Y C, Goubran Mariam, Spaner Caroline",The New England journal of medicine,2025 04,10.1056/NEJMc2503087,,Correspondence
40239083,Abelacimab versus Rivaroxaban in Patients with Atrial Fibrillation. Reply.,"Ruff Christian T, Goodrich Erica L, Sabatine Marc S",The New England journal of medicine,2025 05,10.1056/NEJMc2502454,,Correspondence
40239082,Abelacimab versus Rivaroxaban in Patients with Atrial Fibrillation.,"Raschi Emanuel, Squizzato Alessandro",The New England journal of medicine,2025 05,10.1056/NEJMc2502454,,Correspondence
40239081,Abelacimab versus Rivaroxaban in Patients with Atrial Fibrillation.,Henry Christopher,The New England journal of medicine,2025 05,10.1056/NEJMc2502454,,Correspondence
40239080,Fracture Prevention with Infrequent Zoledronate in Women. Reply.,"Bolland Mark J, Reid Ian R, Grey Andrew",The New England journal of medicine,2025 05,10.1056/NEJMc2502046,,Correspondence
40239079,Fracture Prevention with Infrequent Zoledronate in Women.,Sheth Param Darpan,The New England journal of medicine,2025 05,10.1056/NEJMc2502046,,Correspondence
40239078,Fracture Prevention with Infrequent Zoledronate in Women.,Kornelius Edy,The New England journal of medicine,2025 05,10.1056/NEJMc2502046,,Correspondence
40239077,Perioperative Chemotherapy in Esophageal Cancer. Reply.,"Hoeppner Jens, Schmoor Claudia, Lordick Florian",The New England journal of medicine,2025 05,10.1056/NEJMc2502283,,Correspondence
40239076,Perioperative Chemotherapy in Esophageal Cancer.,"Qin Jie, Feng Bei, Huang Juanjuan",The New England journal of medicine,2025 05,10.1056/NEJMc2502283,,Correspondence
40239075,Disseminated Syphilis Caused by Two Recombining Treponema pallidum Strains.,"Lieberman Nicole A P, Mohamed Bakhash Shah A K, Nunley B Ethan, Li Muyi, Mau Brian",The New England journal of medicine,2025 04,10.1056/NEJMc2500231,,Correspondence
40239068,Fidanacogene Elaparvovec for Hemophilia B - A Multiyear Follow-up Study.,"Rasko John E J, Samelson-Jones Benjamin J, George Lindsey A, Giermasz Adam, Ducore Jonathan M",The New England journal of medicine,2025 04,10.1056/NEJMoa2307159,"Treatment with fidanacogene elaparvovec, a recombinant adeno-associated virus (AAV) vector developed for the treatment of hemophilia B, led to sustained expression of the high-activity factor IX variant (FIX-R338L, or FIX-Padua) in a phase 1-2a study. The long-term safety and efficacy of this treatment are not known.",Original Article
40239067,Tecovirimat for Clade I MPXV Infection in the Democratic Republic of Congo.,"Ali Rosine, Alonga Jules, Biampata Jean-Luc, Kombozi Basika Michael, Maljkovic Berry Irina",The New England journal of medicine,2025 04,10.1056/NEJMoa2412439,"Tecovirimat is available for the treatment of mpox (formerly known as monkeypox) in Europe and the United States, on the basis of findings from efficacy studies in animals and safety evaluations in healthy humans. Evidence from randomized, controlled trials of safety and efficacy in patients with mpox is lacking.",Original Article
40214047,Challenges to the Future of a Robust Physician Workforce. Reply.,"Walensky Rochelle P, McCann Nicole C",The New England journal of medicine,2025 04,10.1056/NEJMc2502032,,Correspondence
